Title,Hours Viewed,id,vote_average,vote_count,release_date,revenue,runtime,budget,original_language,original_title,overview,popularity,poster_path,genres,visualizaciones,budget_millions,budget_category
Men in Black,5800000,607,7.184,12836,1997-07-02,589390539,98.0,90000000,en,Men in Black,"After a police chase with an otherworldly being, a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent Kay and new recruit Agent Jay find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies.",38.848,/uLOmOF5IzWoyrgIF5MfUnh5pa1X.jpg,"Action, Adventure, Comedy, Science Fiction",59183.67346938775,90.0,Alto
Men in Black 3,1500000,41154,6.51,9675,2012-05-23,624026776,106.0,225000000,en,Men in Black 3,"Agents J and K are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K to save his partner, the agency, and the future of humankind.",35.497,/90DdoEStzeObs96fsYf4GG544iN.jpg,"Action, Comedy, Science Fiction",14150.943396226416,225.0,Alto
Men in Black II,1100000,608,6.359,9234,2002-07-03,445135288,88.0,140000000,en,Men in Black II,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.",32.556,/enA22EPyzc2WQ1VVyY7zxresQQr.jpg,"Action, Adventure, Comedy, Science Fiction",12500.0,140.0,Alto
Men in Black: International,4500000,479455,5.937,4478,2019-06-12,253890701,115.0,110000000,en,Men in Black: International,"The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest, most global threat to date: a mole in the Men in Black organization.",24.845,/dPrUPFcgLfNbmDL8V69vcrTyEfb.jpg,"Comedy, Science Fiction, Action",39130.434782608696,110.0,Alto
Mercury Rising,700000,8838,6.25,1401,1998-04-03,93107289,111.0,60000000,en,Mercury Rising,"Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code.",19.957,/60AAso6I2TzQCy2SjqtzPni8csA.jpg,"Action, Crime, Drama, Thriller",6306.306306306306,60.0,Alto
Mercy,1000000,723716,10.0,1,,0,15.0,200,en,Mercy,A mysterious lurker stalks a girl with a strange hobby in this dark atmospheric thriller.,0.6,/5oLKkgTCdVWx6piYRh2kdUM78ip.jpg,"Thriller, Horror",66666.66666666667,0.0002,Bajo
Mercy,1000000,1209464,0.0,0,,0,28.0,50000,en,Mercy,"When fifteen year old Mercy faces the unimaginable, her courage and resilience come to the fore. What could have been the end of her story is only the start of a new journey.",0.0,SinPoster,Adventure,35714.28571428572,0.05,Bajo
Mercy,1000000,100472,0.0,0,2006-10-13,0,85.0,100000,en,Mercy,"Ex con John Mercy finds the transition from prison life is not easy. As John begins to settle into his new life on the outside, a mysterious woman starts to follow him and finds her way into his dreams, creating nightmares with devastating consequences that threatens his parole, sanity and dream for a new start.",0.746,SinPoster,"Horror, Thriller",11764.70588235294,0.1,Bajo
Mercy,1000000,784789,0.0,0,2021-09-21,0,64.0,75000,en,Mercy,"Mark Wingett stars as Slaughterman - in Award winning Actress Wendy Morgan's debut film introducing Maria Austin as MERCY - a factory farmed pig who bravely and touchingly takes us with her on her tragic journey as she leaves behind her own family and encounters those whose job it is to end her short violent life. As the world teeters on the precipice of ecological destruction, Mercy's story is at the heart of everything we are now and at the beginning of all that must change.",1.429,/ndEugUYBUP6YZRRBYyOVo6T48uz.jpg,Drama,15625.0,0.075,Bajo
Message from the King,5000000,301355,6.195,405,2017-05-10,315132,102.0,10000000,en,Message from the King,"On a relentless quest to avenge his sister's murder, a man from Cape Town infiltrates a sprawling network of lowlifes and elites in Los Angeles.",10.701,/oke6xdVV3QNRFBZSw4Wj6oKGmT5.jpg,Thriller,49019.60784313725,10.0,Medio
Message in a Bottle,200000,10207,6.202,712,1999-02-22,118880016,131.0,80000000,en,Message in a Bottle,"A woman finds a romantic letter in a bottle washed ashore and tracks down the author, a widowed shipbuilder whose wife died tragically early. As a deep and mutual attraction blossoms, the man struggles to make peace with his past so that he can move on and find happiness.",15.047,/majQar87QNbrC47qYMcmK1oCohZ.jpg,"Romance, Drama",1526.7175572519084,80.0,Alto
Mia and the White Lion,300000,498248,7.3,817,2018-08-02,35487190,98.0,9600000,fr,Mia et le lion blanc,A young girl from London moves to Africa with her parents where she befriends a lion cub.,18.407,/zXfwBeYe0RnqsJ0dnBoFTB4SSrG.jpg,"Adventure, Family, Drama",3061.2244897959185,9.6,Medio
Middle School: The Worst Years of My Life,1500000,369883,6.913,383,2016-10-07,23316139,92.0,8500000,en,Middle School: The Worst Years of My Life,A quiet teenage artist Rafe Katchadorian has a wild imagination and is sick of middle school and the rules that have been put before him. Rafe and his best friend Leo have come up with a plan: break every rule in the school hand book and as you expect trouble follows.,9.265,/3rlcvuGlLETfGCq0aaVD526Emlc.jpg,"Family, Comedy",16304.347826086956,8.5,Medio
Midnight Express,2600000,11327,7.522,1544,1978-08-31,35000000,121.0,2300000,en,Midnight Express,"Billy Hayes is caught attempting to smuggle drugs out of Turkey. The Turkish courts decide to make an example of him, sentencing him to more than 30 years in prison. Hayes has two opportunities for release: the appeals made by his lawyer, his family, and the American government, or the ""Midnight Express"".",17.157,/mW54BtqVRxrPnoO9gQQjTLJlnuU.jpg,"Drama, Crime",21487.603305785124,2.3,Bajo
Midnight Run,100000,9013,7.183,957,1988-07-20,38413606,126.0,30000000,en,Midnight Run,"A bounty hunter pursues a former Mafia accountant who embezzled $15 million of mob money. He is also being chased by a rival bounty hunter, the F.B.I., and his old mob boss after jumping bail.",12.119,/avLXoDhPPbKgdOU7wsoVlOzYfUP.jpg,"Crime, Comedy, Action, Adventure",793.6507936507936,30.0,Medio
Midnight in Paris,1400000,59436,7.535,6835,2011-05-11,151119219,94.0,17000000,en,Midnight in Paris,A romantic comedy about a family traveling to the French capital for business. The party includes a young engaged couple forced to confront the illusion that a life different from their own is better.,25.087,/4wBG5kbfagTQclETblPRRGihk0I.jpg,"Fantasy, Comedy, Romance",14893.617021276596,17.0,Medio
Midnight in the Switchgrass,1000000,693113,6.005,365,2021-07-23,229811,99.0,15000000,en,Midnight in the Switchgrass,"FBI Agent Karl Helter and his partner Rebecca Lombardo are very close to busting a sex-trafficking ring. When they realize their investigation has crossed the path of a brutal serial killer, they team up with a Texas Ranger to put an end to the infamous 'Truck Stop Killer'.",21.731,/1OTSuh2HNcTRfme8caU8DjgJ39K.jpg,"Crime, Mystery, Thriller, Action",10101.0101010101,15.0,Medio
Midsommar,2900000,530385,7.162,6185,2019-07-03,47969371,147.0,9000000,en,Midsommar,"Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities.",32.581,/7LEI8ulZzO5gy9Ww2NVCrKmHeDZ.jpg,"Horror, Drama, Mystery",19727.891156462585,9.0,Medio
Mile 22,8900000,347375,6.198,2022,2018-08-16,66308758,95.0,35000000,en,Mile 22,"An elite group of American operatives, aided by a top-secret tactical command team, must transport an asset who holds life-threatening information to an extraction point 22 miles away through the hostile streets of an Asian city.",19.766,/2L8ehd95eSW9x7KINYtZmRkAlrZ.jpg,"Action, Thriller",93684.21052631579,35.0,Medio
Million Dollar Baby,700000,70,7.958,8874,2004-12-15,216763646,132.0,30000000,en,Million Dollar Baby,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",20.717,/2ti3l1OeB8G94yyqfAI7nmMZUbA.jpg,Drama,5303.030303030303,30.0,Medio
Milyarder,100000,219998,7.162,34,1986-09-07,194300,96.0,44350,tr,Milyarder,"A civil servant in a small town, shunned by his family and his friends due to his lack of ambition, hits the jackpot in the national lottery. Not trusting anybody around him, he gradually starts to lose his mind.",2.603,/dXeUo3vNC1ps7S84pYn94isOVnD.jpg,"Family, Drama, Comedy",1041.6666666666667,0.04435,Bajo
Mindhunters,200000,16617,6.448,1067,2004-05-07,21148829,106.0,27000000,en,Mindhunters,Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.  Based very loosely on Agatha Christie's And Then There Were None.,14.668,/uTTGRvnqCI9ZC7WkyP9u7XRiOaA.jpg,"Mystery, Thriller, Crime",1886.7924528301887,27.0,Medio
Mine,19700000,1253488,7.0,1,2022-08-25,0,4.0,100,en,Mine,Two friends quickly realize the gorgeous necklace they got for free may have come with a cost far more than they were ever expecting,0.0,SinPoster,Horror,4925000.0,0.0001,Bajo
Minions,2400000,211672,6.395,9969,2015-06-17,1156730962,91.0,74000000,en,Minions,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",26.414,/vlOgaxUiMOA8sPDG9n3VhQabnEi.jpg,"Family, Animation, Adventure, Comedy",26373.626373626375,74.0,Alto
Minions: The Rise of Gru,96400000,438148,7.379,3060,2022-06-29,939628210,87.0,85000000,en,Minions: The Rise of Gru,"A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",81.377,/wKiOkZTN9lUUUNZLmtnwubZYONg.jpg,"Animation, Comedy, Family",1108045.9770114943,85.0,Alto
Minnal Murali,3500000,657644,7.185,284,2021-12-16,0,158.0,2800000,ml,മിന്നൽ മുരളി,A tailor gains special powers after being struck by lightning but must take down an unexpected foe if he is to become the superhero his hometown in Kerala needs.,14.184,/5jHnykugFB3awLTwDM5LQ93TIzs.jpg,"Action, Comedy, Fantasy",22151.898734177215,2.8,Bajo
Miracles from Heaven,8100000,339984,7.431,1106,2016-03-17,73983359,119.0,16000000,en,Miracles from Heaven,"When Christy discovers her 10-year-old daughter Anna has a rare, incurable disease, she becomes a ferocious advocate for her daughter’s healing as she searches for a solution. After Anna has a freak accident and falls three stories, a miracle unfolds in the wake of her dramatic rescue that leaves medical specialists mystified, her family restored and their community inspired.",38.297,/hz9VF1TfaM0D04pYneSXUkNeOZv.jpg,"Family, Drama",68067.2268907563,16.0,Medio
Misconduct,1100000,373314,5.645,519,2016-02-05,2049761,106.0,11000000,en,Misconduct,"An ambitious lawyer finds himself caught in a power struggle between a corrupt pharmaceutical executive and his firm’s senior partner. When the case takes a deadly turn, he must race to uncover the truth before he loses everything.",14.362,/A82Kf9AoMaesgxntOCOyVfRgdYH.jpg,"Thriller, Drama, Mystery",10377.358490566037,11.0,Medio
Miss Congeniality,2200000,1493,6.52,3580,2000-12-22,212000000,111.0,45000000,en,Miss Congeniality,"When the local FBI office receives a letter from a terrorist known only as 'The Citizen', it's quickly determined that he's planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, she's chosen to go undercover as the contestant from New Jersey.",27.719,/q1m9ME0zvncnFDmKXC43RqZr8mU.jpg,"Comedy, Crime, Action",19819.81981981982,45.0,Medio
Miss Sloane,200000,376290,7.459,1628,2016-11-25,9101546,133.0,13000000,en,Miss Sloane,An ambitious lobbyist faces off against the powerful gun lobby in an attempt to pass gun control legislation.,14.087,/ptfvQlqe2xJiMSewSj52qAVq5z0.jpg,"Drama, Crime",1503.7593984962407,13.0,Medio
Missed Connections,4400000,808438,0.0,0,,0,10.0,500,en,Missed Connections,"A documentary diving into the world of missed connections postings throughout Toronto by exploring the beauty and wistfulness that drives them, the importance of small interactions, and the effect one can have on a stranger.",0.6,/bzMo0olJYOlhbr5hwVaRyEJCPNS.jpg,Documentary,440000.0,0.0005,Bajo
Mission: Impossible - Fallout,27300000,353081,7.414,7537,2018-07-13,791657398,147.0,178000000,en,Mission: Impossible - Fallout,"When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe.",61.258,/AkJQpZp9WoNdj7pLYSj1L0RcMMN.jpg,"Action, Adventure",185714.2857142857,178.0,Alto
Mission: Impossible - Ghost Protocol,14200000,56292,7.069,9215,2011-12-07,694713380,133.0,145000000,en,Mission: Impossible - Ghost Protocol,"Ethan Hunt and his team are racing against time to track down a dangerous terrorist named Hendricks, who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",59.649,/psiWp3VTjznfokmGQG9uqiiknQQ.jpg,"Action, Thriller, Adventure",106766.91729323308,145.0,Alto
Mission: Impossible - Rogue Nation,14300000,177677,7.19,8182,2015-07-23,682716636,131.0,150000000,en,Mission: Impossible - Rogue Nation,"Ethan and team take on their most impossible mission yet—eradicating 'The Syndicate', an International and highly-skilled rogue organization committed to destroying the IMF.",64.814,/jwqL7croP7JMVfz0l9o7V4yJsJO.jpg,"Action, Adventure",109160.30534351146,150.0,Alto
Mission: Impossible II,2100000,955,6.119,6122,2000-05-24,546388105,123.0,125000000,en,Mission: Impossible II,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",38.395,/7us8nE3ldE0gX2cziUz4tKg0Go0.jpg,"Adventure, Action, Thriller",17073.170731707316,125.0,Alto
Mission: Impossible III,4600000,956,6.722,6186,2006-04-25,398479497,126.0,150000000,en,Mission: Impossible III,"Retired from active duty, and training recruits for the Impossible Mission Force, agent Ethan Hunt faces the toughest foe of his career: Owen Davian, an international broker of arms and information, who is as cunning as he is ruthless. Davian emerges to threaten Hunt and all that he holds dear -- including the woman Hunt loves.",45.484,/3VianLpu8hhmq4TTItKPaCtA5su.jpg,"Adventure, Action, Thriller",36507.93650793651,150.0,Alto
Mixed by Erry,7800000,921785,7.518,299,2023-03-02,0,113.0,8538750,it,Mixed by Erry,"The rise and fall of the pirate mixtape empire of three brothers from Naples, Italy, during the '80s.",14.274,/tCTqW2YLxx6gqrPFTlMswvDunuQ.jpg,"Comedy, History, Music",69026.54867256636,8.53875,Medio
Mixtape,1800000,159143,6.7,7,2009-08-28,0,2.0,1000,en,Mixtape,"Ben spends his time listening to his Dad's old 70s vinyl and making mixtapes on an old double deck tape recorder. He makes a tape to try and woo the girl next door, Lily, the girl of his dreams.",1.202,SinPoster,"Comedy, Drama",900000.0,0.001,Bajo
Model,700000,78002,1.0,1,2007-06-06,0,112.0,1500000,ru,Натурщица,"Psychological melodrama based on the motives of Yury Nagibin’s story «Three men and one woman, and one more man».  The beginning of the 20th century. The young couple Vladislav Eschenbach and Sofia Pshebyshevskaya arrive in Tiflis, where sun, wine, ancient architecture and new impressions await them. She is the eternal mistress; it is her trade, her way of life and thinking. He understood this well before their marriage, but he cannot come to terms with her way of life. They are overcome by vanity, by the desire for understanding, and even by despair. For each of them the views of the other are nonsense, but they still try to live together. The outcome of this story seems obvious. But it takes an unexpected turn: in the life of the strange couple there occurs a moment when each of them has to resolve the single most important question…",1.591,SinPoster,"Romance, Drama",6250.0,1.5,Bajo
Molly's Game,5400000,396371,7.154,3432,2017-12-07,59284015,140.0,30000000,en,Molly's Game,"Molly Bloom, a young skier and former Olympic hopeful becomes a successful entrepreneur (and a target of an FBI investigation) when she establishes a high-stakes, international poker game.",16.556,/in43bQ7k0ttr666IPP94IlbQbTR.jpg,"Drama, Crime",38571.42857142857,30.0,Medio
Moms' Night Out,2600000,252680,5.613,275,2014-03-25,10429707,98.0,5000000,en,Moms' Night Out,"Yearning for an evening without their kids, some friends plan a night out. But to do this, their husbands need to watch the kids. What can go wrong?",10.675,/gP97yU8YrVZY2yLxTwsicS8KuSe.jpg,Comedy,26530.61224489796,5.0,Medio
Mona Lisa Smile,1300000,11820,6.92,1565,2003-12-19,0,117.0,65000000,en,Mona Lisa Smile,"Katherine Watson is a recent UCLA graduate hired to teach art history at the prestigious all-female Wellesley College, in 1953. Determined to confront the outdated mores of society and the institution that embraces them, Katherine inspires her traditional students, including Betty and Joan, to challenge the lives they are expected to lead.",20.981,/bg0VKsXnLjIZ0cHmZHZLs9gzrvm.jpg,"Drama, History, Romance",11111.111111111111,65.0,Alto
Money Monster,100000,303858,6.447,2763,2016-05-12,93282604,98.0,27000000,en,Money Monster,Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.,16.113,/DlgdAkAKirD01R1mBejhFjS6nQ.jpg,"Thriller, Drama",1020.4081632653061,27.0,Medio
Monos,200000,417466,6.66,349,2019-08-15,1929915,103.0,1800000,es,Monos,"On a faraway mountaintop, eight kids with guns watch over a hostage and a conscripted milk cow.",8.91,/oxxIOWDP6beG37VG3jMxE77pRwC.jpg,"Drama, Adventure",1941.7475728155339,1.8,Bajo
Monster,5600000,504,7.227,2110,2003-12-24,60378584,110.0,8000000,en,Monster,"An emotionally scarred highway drifter shoots a sadistic trick who rapes her, and ultimately becomes the United States' first female serial killer.",26.753,/aevmNtJCNG4ZlfEeEGZ79frMUes.jpg,"Crime, Drama",50909.09090909091,8.0,Medio
Monster,5600000,16309,3.444,27,2008-01-18,0,86.0,500000,en,Monster,"Two women, aspiring documentary filmmakers, find themselves trapped in a monster-plagued Toyko in 2003.",2.715,/dhZMd89Fa0DWIWOnXLsgkh3fN5W.jpg,"Action, Horror, Science Fiction",65116.27906976744,0.5,Bajo
Monster,5600000,892050,8.0,1,2019-10-17,10000,81.0,3200,en,Monster,"After losing his innocence, his best friend, and the love of his adolescence, this coming-of-age gangster drama follows Harman in an hour of his night within a new life of violence.",1.4,/tQu0KzbFJY2DcHIx4DolFrogEGK.jpg,"Drama, Crime",69135.8024691358,0.0032,Bajo
Monster,5600000,1150997,0.0,0,,0,66.36,61,es,Monster,NoOverview,0.632,/xny6G92vjEoE9zLU9Q8YRUlKYD.jpg,Unknown,84388.18565400844,6.1e-05,Bajo
Monster,5600000,842323,0.0,0,2019-08-12,0,14.0,4500,en,Monster,"Struggling to reconcile two opposing images of his dad after a recent discovery, a boy finds himself lost in the unnerving vacuum left behind.",0.635,/1y4JaCfpKdJIUctFOOp4PbMWlHq.jpg,Drama,400000.0,0.0045,Bajo
Monster Hunter,8700000,458576,6.647,3023,2020-12-03,42145959,104.0,60000000,en,Monster Hunter,"A portal transports Cpt. Artemis and an elite unit of soldiers to a strange world where powerful monsters rule with deadly ferocity. Faced with relentless danger, the team encounters a mysterious hunter who may be their only hope to find a way home.",40.804,/1UCOF11QCw8kcqvce8LKOO6pimh.jpg,"Action, Fantasy, Adventure",83653.84615384616,60.0,Alto
Monster Trucks,2400000,262841,6.081,780,2016-12-21,64493915,104.0,125000000,en,Monster Trucks,"Tripp is a high school senior with a knack for building trucks who makes an incredible discovery - a gas-guzzling creature named Creech. To protect his mischievous new friend, Tripp hides Creech under the hood of his latest creation, turning it into a real-life super-powered Monster Truck. Together, this unlikely duo with a shared taste for speed team up on a wild and unforgettable journey to reunite Creech with his family.",13.906,/jDKONUh6CD6M1P0sgOe3RDxy31t.jpg,"Action, Comedy, Science Fiction",23076.923076923078,125.0,Alto
Monster-in-Law,1100000,4379,6.178,1520,2005-05-13,154749918,101.0,43000000,en,Monster-in-Law,"Office temp Charlotte Cantilini thinks she's found Mr. Right when she starts dating gorgeous surgeon Dr. Kevin Fields. But there's a problem standing in the way of everlasting bliss: Kevin's overbearing and controlling mother, Viola. Fearing she'll lose her son's affections forever, Viola decides to break up the happy couple by becoming the world's worst mother-in-law.",20.868,/lOnvMSAojdtKeVv8a8ilywXp6dF.jpg,"Romance, Comedy",10891.089108910892,43.0,Medio
Monty Python and the Holy Grail,2400000,762,7.797,5280,1975-05-25,1940906,91.0,400000,en,Monty Python and the Holy Grail,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",28.015,/hWx1ANiWEWWyzKPN0us35HCGnhQ.jpg,"Adventure, Comedy, Fantasy",26373.626373626375,0.4,Bajo
Moonbound,100000,809717,6.4,83,2021-06-24,6666618,81.0,2000000,de,Peterchens Mondfahrt,"When Peter sets out on a magical journey to rescue his little sister Anne, he needs to travel to mysterious territory: the Moon! Anne was kidnapped by the evil Moon Man when she tried to help the beetle Mr. Zoomzeman in search for his wife. On his fantastic adventure, Peter lands on the Star Meadow where he meets the sleepy Mr. Sandman. He knows, only at the Night Fairy’s dinner in the castle in the clouds, they can find out where Anne is – but there aren’t enough seats for everyone. So they join the wild race along the Milky Way against the five Spirits of Nature: Storm Giant, Lightning Witch, Henry Hail, Rainy Robin and Mother Frost…",18.379,/bkp1oHMvDwDTlbRhCcqAK0A7JNd.jpg,"Animation, Adventure, Comedy",1234.567901234568,2.0,Bajo
Moonfall,1400000,406759,6.355,2650,2022-02-03,67295363,131.0,146000000,en,Moonfall,A mysterious force knocks the moon from its orbit around Earth and sends it hurtling on a collision course with life as we know it.,55.7,/odVv1sqVs0KxBXiA8bhIBlPgalx.jpg,"Science Fiction, Adventure, Action",10687.022900763359,146.0,Alto
Moonrise Kingdom,100000,83666,7.69,5434,2012-05-16,68263166,94.0,16000000,en,Moonrise Kingdom,"Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle.",19.062,/xrziXRHRQ7c7YLIehgSJY8GQBsx.jpg,"Comedy, Drama, Romance",1063.8297872340424,16.0,Medio
Morbius,11100000,526896,6.115,3693,2022-03-30,167500000,105.0,75000000,en,Morbius,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",53.018,/6JjfSchsU6daXk2AKX8EEBjO3Fm.jpg,"Action, Science Fiction, Fantasy",105714.28571428571,75.0,Alto
Mortal Engines,100000,428078,6.176,4274,2018-11-27,83869818,129.0,100000000,en,Mortal Engines,"Many thousands of years in the future, Earth’s cities roam the globe on huge wheels, devouring each other in a struggle for ever diminishing resources. On one of these massive traction cities, the old London, Tom Natsworthy has an unexpected encounter with a mysterious young woman from the wastelands who will change the course of his life forever.",26.659,/gLhYg9NIvIPKVRTtvzCWnp1qJWG.jpg,"Adventure, Science Fiction",775.1937984496124,100.0,Alto
Mortal Kombat: Annihilation,100000,9823,4.515,1075,1997-11-11,51376861,95.0,30000000,en,Mortal Kombat: Annihilation,"A group of heroic warriors has only six days to save the planet in ""Mortal Kombat Annihilation."" To succeed they must survive the most spectacular series of challenges any human, or god, has ever encountered as they battle an evil warlord bent on taking control of Earth.",31.851,/ttryglcY2osWZE3sRYBf3ewTZsW.jpg,"Action, Fantasy, Science Fiction",1052.6315789473683,30.0,Medio
Most Eligible Bachelor,800000,716255,5.9,8,2021-10-15,0,149.0,5800000,te,Most Eligible బ్యాచ్‌లర్,"A well-educated, ‘settled’ NRI falls for a stand-up comedian and wants to marry her. But when she knows what she wants from her husband, will he fit the bill?",2.703,/t7myQADi9CzpdcVWNWVAsK8o2WF.jpg,Romance,5369.127516778523,5.8,Medio
Mother,1200000,30018,7.733,1301,2009-05-28,17112713,129.0,5000000,ko,마더,"A mother lives quietly with her son. One day, a girl is brutally killed, and the boy is charged with the murder. Now, it's his mother's mission to prove him innocent.",20.852,/reAEOWk7UA14V1LMKWlK5pzsJui.jpg,"Crime, Drama, Mystery, Thriller",9302.32558139535,5.0,Medio
Mother,1200000,1144741,10.0,1,2022-10-08,18000,7.0,8000,id,IBU,Reva and Revano are siblings who live in an old house where a tragic incident occurred. The strangeness they feel when only they are in the house. How do they know the background of the house?,0.6,/5SmiMy5vnTKWDr5QfwyOBliQt35.jpg,"Horror, Mystery",171428.57142857142,0.008,Bajo
Mother,1200000,1266702,0.0,0,2024-04-19,0,6.0,2000,en,Mother,A non narrative film about the relationship between womanhood and nature.,0.0,SinPoster,Romance,200000.0,0.002,Bajo
Mother,1200000,1044645,0.0,0,2022-05-05,0,5.0,10000,xx,Mother,"The contact between 4 guys united in their differences, take us to a journey through a world made of natural and ancient beauty.",0.932,SinPoster,Drama,240000.0,0.01,Bajo
Mother,1200000,749108,0.0,0,2019-09-22,0,25.0,29000,bg,Майка,"Single mother Dafina becomes involved in an illegal surrogate baby delivery scheme. When a screening reveals that the babies are at risk of genetic disorder, the childless couple cancels the deal. Under pressure from the gynecologist to have an abortion, Dafina struggles to make the right choice.",0.602,/2ZYWWCBGQvFuVh9BRAJEbDL3PYQ.jpg,Drama,48000.0,0.029,Bajo
Mother,1200000,669623,0.0,0,2020-02-03,0,15.0,400,en,MADRE,Ima's biggest wish is to bear a child. Her husband Erik on the other hand seems to be objecting to this idea. With each passing day Ima's struggle becomes more of a burden which forces her to realize the only way to inner peace.,0.6,/jfRLPoefDdVCoZAhglCFQDwWcGN.jpg,Drama,80000.0,0.0004,Bajo
Motherland,6700000,536476,0.0,0,2009-02-05,10000,111.0,10000,fa,زادبوم,"After Islamic Revolution in Iran, many iranians left Iran .now some of them returns to their motherland. 2. A German scientist investigated whether turtles which left Iranian beaches returns to their motherland after thirty years or not.",0.6,/iXSYaU4VofR9WseJUIRXJLa1X0U.jpg,Drama,60360.36036036036,0.01,Bajo
Motherland,6700000,735216,0.0,0,2017-07-01,0,21.0,320,th,Motherland,"A small suburban family consists of A stepdad, his depressed son, his furious older brother, and their ill mother. Secrets. Lies. Suspicion. Betrayal. The story of this family will be unfolded in this movie motherland.",0.6,/bLFRy9UqvPTresjJ1zjIpmjjHh.jpg,"Drama, Thriller",319047.61904761905,0.00032,Bajo
Motherless Brooklyn,800000,504562,6.702,1309,2019-10-31,18377736,145.0,26000000,en,Motherless Brooklyn,"New York City, 1957. Lionel Essrog, a private detective living with Tourette syndrome, tries to solve the murder of his mentor and best friend, armed only with vague clues and the strength of his obsessive mind.",16.041,/jjMJy5OxJHpFIaboCklDIYdcfpD.jpg,"Drama, Thriller",5517.241379310345,26.0,Medio
Movie 43,800000,87818,4.577,2146,2013-01-24,32438988,90.0,6000000,en,Movie 43,Fifteen directors and an all-star cast created this twisted comedy that follows three teens on the hunt for the world's most banned film.,30.207,/uYa06GxHsCsELx9vOQ11vsT0Aa6.jpg,Comedy,8888.888888888889,6.0,Medio
Mowgli: Legend of the Jungle,15600000,407436,6.49,2367,2018-11-25,0,105.0,175000000,en,Mowgli: Legend of the Jungle,"A human child raised by wolves, must face off against a menacing tiger named Shere Khan, as well as his own origins.",19.312,/clRnzMsFoMIdC7I5JsG6dnnHH8l.jpg,"Adventure, Drama",148571.42857142858,175.0,Alto
Mr. Brooks,1500000,3432,6.904,1568,2007-06-01,48443734,120.0,20000000,en,Mr. Brooks,A psychological thriller about a man who is sometimes controlled by his murder-and-mayhem-loving alter ego.,14.708,/yYleq0qmb67Ig2ViY3hFmUOrH77.jpg,"Crime, Thriller",12500.0,20.0,Medio
